ID,Type,Original text
1160,Speech,Is there anything I can help you with while I'm here?
1161,Speech,"You know, for my super-chum, Manny the man?"
1162,Speech,Very kind of you Mr Sole. I could really do with some more coffee!
1163,Speech,Working these two jobs is really taking it out of me. 
1164,Speech,"Without my coffee,  I’d probably fall asleep and become an unwakable bulk."
1165,Speech,"Actually, I’m going to let you off that one because I just had an idea. Let me get you a coffee."
1166,Speech,Gotta go Manny.
1167,Speech,"See you around, Mr Sole!"
1168,Speech,"Sorry Manny, but I really need this aerial. Sleep well buddy, you deserve it..."
1169,Speech,Is that too much? 
1170,Speech,Ahh It's fine!
1171,Speech,Excelsisnore...
1172,Speech,There it is. The City. It may not be much but it’s home. Actually it may be even less than that.
1173,Speech,I hate this thing.
1174,Speech,"But unlike this office, its pricks are on the outside."
1175,Speech,Manny's mug! I'll need this.
1176,Speech,"Hey, hold it right there!"
1177,Speech,Huh? Hey Manny! It's me!
1178,Speech,"Oh I’m sorry Mr Sole, I didn’t recognise you for a second, these old eyes aren’t what they used to be."
1179,Speech,"That’s ok Manny, considering you’re my favourite guy in this whole office, I can live with that. How’s it going anyway?"
1180,Speech,"I’m great Mr Sole, always happy to serve and protect, you know?"
1181,Speech,Still working two jobs?
1182,Speech,"Oh yeah. I’m here during the day, then I split back home to grab a catnap then off to the research lab to do more security!"
1183,Speech,Still not gonna tell me what you do there or where it is?
1184,Speech,"Sorry Mr Sole, all I can say is it’s top-secret, high-level stuff. Nuff said if you know what I mean."
1185,Speech,"Whoah there Manny, think of the trademarks! But yeah, I think we all know what you mean…"
1186,Speech,I can feel myself tensing up just stepping into this place.
1187,Speech,Onofftech delivers IT support for various businesses around the world. It’s not the biggest tech company in the city but it is by far the most depressing.
1188,Speech,I got a temporary job here while I was trying to decide what to do with my life.
1189,Speech,"If it wasn’t for my friend Manny, who runs security here, I don’t know what I’d do."
1190,Speech,Speaking of Manny...
1191,Speech,Manny Yelnats.
1192,Speech,Head of security and genuine nice guy.
1193,Speech,Perfect. This will certainly do the trick!
1194,Speech,"There it is, that's odd, i have never lost my phone before? Hmm..."
1195,Speech,"Oh, what do we have here?"
1196,Speech,"Damn, this draw is locked."
1197,Speech,Manny's Walkie-Talkie. That aerial looks like it could come in handy....
1198,Speech,Don’t let me down Asshole.
1199,Speech,"It’s R Sole, not asshole you know?"
1200,Speech,I know.
1201,Speech,Soooo... how's it going in the office?
1202,Speech,Well considering you didn’t bother to turn up for work today… better than usual.
1203,Speech,Charming.
1204,Speech,Ohhh-kaaay... I'll leave you to it.
1205,Speech,Sure....
1206,Speech,"Hey, you don't work here. Unless you are looking for a job? We'll have a position available pretty soon. "
1207,Speech,Leave your CV on the desk on the way out. I just hope you are not as useless as the last person we hired.
1208,Speech,...Bitch
1209,Speech,What was that?
1210,Speech,What was what? I didn't say anything. Nothing at all.
1211,Speech,What?
1212,Speech,Good morning Tracy.
1213,Speech,"Oh hey, look who decided to turn up to work. Don’t expect me to cover for you."
1214,Speech,"I never do Tracy, I never do."
1215,Speech,Much as I'm probably going to regret this...
1216,Speech,Is there anything you need to bring me up to speed on while I am here?
1217,Speech,"What, besides the fact that I could pretty much run this department by myself, which I practically do?"
1218,Speech,I do regret asking.
1219,Speech,"So yeah, I seem to remember you drink decaf these days Tracy?"
1220,Speech,Why? Are you thinking about joining me on my health kick? You should consider it by the looks of you. 
1221,Speech,I've been thinking I may give that decaf life a go myself... is there any chance...?
1222,Speech,"Well lets see. You stroll in late, dressed like a hobo and wander around before coming over to me and asking for my decaf? Hmmm. "
1223,Speech,If you can give me your word that you will settle down and do a proper days work...
1224,Speech,Uhmm...
1225,Speech,...Yes?
1226,Speech,Here you go then.
1227,Speech,"No, I don’t have any instructions for you other than get your lazy ass to work!"
1228,Speech,Or that Mimi from accounts was caught giving Tony in purchasing a knee-trembler in the stationary closet?
1229,Speech,He claims she was helping him wipe mayo off his trousers.
1230,Speech,"However that's the third time this month, so he either needs to tell the damn truth or start eating with a bib."
1231,Speech,But other than that?
1232,Speech,Yup. I was right.
1233,Speech,"Yes, I still drink decaf, all my caffeine comes from natural energy sources like 'Blue Ox' and 'Creature' drinks."
1234,Speech,"...with no slacking or being rude to customers, like you usually are..."
1235,Speech,...then I suppose I can help you kickstart your healthy lifestyle. Is it a deal?
1236,Speech,"Here you go Manny. Hot and absolutely bursting with caffeine, just as you like it."
1237,Speech,"Hey, that’s great Mr Sole. I just need to take one of my pep pills before I drink it."
1238,Speech,Now where did I leave them…
1239,Speech,Manny's pep pills. I don't want him more awake!
1240,Speech,I will need something else. But what?
1241,Speech,Lets see...
1242,Speech,Yay!
1243,Speech,Yes! I have it! As signified by that jaunty little tune.
1244,Speech,Now's my chance before he wakes up!
1245,Speech,That's Ross who works here. Or is it Bob? I really should try to remember.
1246,Speech,"Here you are Manny, I've found your Pep Pills!"
1247,Speech,Ah gee Mr Sole you are the best. Thanks! Now I can take these with my coffee thank you!
1248,Speech,"Ah Mr Sole, for some reason I feel more tired than before I drank the coffee."
1249,Speech,Would you be a pal and get me a refill?
1250,Speech,Erm…Yeah. Anything for my pal Manny.
1251,Speech,Thank you Mr Sole!
1252,Speech,Ah the office water cooler.
1253,Speech,"A place to exchange information, gossip and outright fabrications."
1254,Speech,Tracy loves that plant.
1255,Speech,She treats it better than all of the humans in the office and probably the world.
1256,Speech,Stupid plant...
1257,Speech,"Most of the work we do here is done online, which makes me wonder just what exactly is filed in here."
1258,Speech,Unless it's where all the staff complaints go...
1259,Speech,"The air conditioning broke last year and this office gets really, really hot."
1260,Speech,So it was agreed that we could get a fan to bring the temperature down a little.
1261,Speech,Naturally the only person the fan is directly cooling is Tracy.
1262,Speech,Largely due to her being a psychotic megalomaniac.
1263,Speech,That's Bob who works here. Or is it Ross? I really should try to remember.
1264,Speech,Manny's mug. I never took him for a Rivet-Man fan.
1265,Speech,Well at least it smells like coffee!
1266,Speech,OnOffTech
1267,Speech,The company that does what it says on the tin
1268,Hotspot, 
1269,Hotspot, 
1270,Character,Worker1
1271,Hotspot,Cop
1272,Character,Cop
1273,Hotspot, 
1274,Hotspot, 
1275,Character,Worker2
1276,Hotspot, 
1277,Character,Tracy Sharp
1278,Hotspot, 
1279,Character,Bio Animation
1280,Character, 
1281,Character,Bio Animation
1282,Hotspot,Printer
1283,Hotspot, 
1284,Hotspot, 
1285,Hotspot, 
1286,Hotspot, 
1287,DialogueOption,Still not going to tell me your secrets Manny?
1288,DialogueOption,How powerful is the aeriel on your walkie-talkie?
1289,DialogueOption,Can I borrow your walkie-talkie?
1290,DialogueOption,"Hey Manny, can I get you anything while I’m here?"
1291,DialogueOption,Take care Manny!
1292,DialogueOption,"Sweet Dreams, Manny"
1293,Hotspot,Fan
1294,Hotspot, 
1295,Hotspot, 
1296,Hotspot, 
1297,Hotspot, 
1298,Hotspot, 
1299,Hotspot, 
1300,Hotspot, 
1301,Hotspot, 
1302,Hotspot, 
1303,DialogueOption,How’s it going here today?
1304,DialogueOption,So anything I need to know?
1305,DialogueOption,Do you still drink decaf?
1306,DialogueOption,Can I get some of that decaf?
1307,DialogueOption,Bye Tracy.
1308,Hotspot, 
1309,Speech,Where do you think you're going?
1310,Speech,I told you what would happen if Cliff blew chunks.
1311,Speech,Now get out of here!
1312,Speech,The streets round here are not paved with gold.
1313,Speech,Although that puddle does look like it's been paved with a golden shower.
1314,Speech,"There, all done."
1315,Speech,"The floor is so clean, you could eat off it!"
1316,Speech,"Woah, that looks great!"
1317,Speech,Thank you. 
1318,Speech,Now...can i stay?
1319,Speech,Hmmm...
1320,Speech,"Yeah, you can stay. It can't have been easy cleaning that god forsaken mess up. "
1321,Speech,"It wasn't! I think i have worked up a pint, what do you say sammy? One for the road?"
1322,Speech,"Sorry Sole, i can't at the moment. I am doing some inventory work. I have so many orders behind here that no one collected. "
1323,Speech,I am not some damn delivery service!
1324,Speech,Orders? You mean you can order your drink before getting to the bar?
1325,Speech,"Yeah, it' all the rage now. You just download the app, find your local pub and order before you arrive. It even lets you put in special requests to get drinks in that we normally wouldn't offer. "
1326,Speech,"Last month, someone ordered a german pilsner called Rothaus Tannenzapflea. Can't say i've ever heard of it but no one has come to collect it. "
1327,Speech,"Was a strange, angry man whoever it was."
1328,Speech,"This sounds amazing, whats the app called?"
1329,Speech,JustDrink.
1330,Speech,...
1331,Speech,Original...
1332,Speech,Hmmm...Maybe this could help.
1333,Speech,Hey Sammy!
1334,Speech,Do I know you?
1335,Speech,"Woah, you don't recognise me? I wouldn't of thought of you as basic."
1336,Speech,What?
1337,Speech,"What? Nothing, i've got to go."
1338,Speech,Hey Sammy!
1339,Speech,You've got a lot of nerve to show your face around here!
1340,Speech,Who? Me?
1341,Speech,"I told you that if Cliff blew chunks I'd be expecting you to deal with it! So grab a mop, there's still some cleaning to do.."
1342,Speech,"Actually, you know, I think it's a bit early for drinking..."
1343,Speech,"Yeah, you get out of here!"
1344,Speech,"Why don't I just give you some time to calm down', eh?"
1345,Speech,Humph...
1346,Speech,Hey Sammy!
1347,Speech,"Dammit man, c’mon I’m busy here."
1348,Speech,"Sorry Sammy, but did you see if I left my phone here last night?"
1349,Speech,What am I your mother? Do I look like a bitch?
1350,Speech,"Err no, no you don’t look like one of those. I guess that’s a ‘No’ then."
1351,Speech,Damn straight.
1352,Speech,The conversation and friendly atmosphere have always been part of the reason I drink here…
1353,Speech,What?
1354,Speech,"What? Nothing, See ya Sammy!"
1355,Speech,Hey Sammy!
1356,Speech,Hey Sole.
1357,Speech,Hey Sammy. When that rude weirdo ordered his absurd bottle of booze did he use a code word or something?
1358,Speech,"Yeah, as a matter of fact he did."
1359,Speech,"I don’t even need that kind of security verification just to order beer, but he insisted."
1360,Speech,Strange old cook.
1361,Speech,So?
1362,Speech,So?
1363,Speech,So what was the phrase?
1364,Speech,Hhmmm. Not sure I should tell you really…
1365,Speech,But considering how rude and annoying this guy was… oh what the hell.
1366,Speech,It was ‘Rent Resistance is Futile.’
1367,Speech,Can you believe that? I’d hate to live in that guys building!
1368,Speech,Yeah… I’m sure that would be the worst…
1369,Speech,"Anyhoo. Thanks Sammy, you’re a star!"
1370,Speech,"Yeah, you know it."
1371,Speech,"101 ways to get slashed, and I have tried them all."
1372,Speech,"I am no junior when it comes to hats, but I don't need it."
1373,Speech,"Sole! You have some nerve showing up here, I told you what would happen!"
1374,Speech,"Why, what did I do!?!"
1375,Speech,Cliff damn Cheeseman!
1376,Speech,"Oh right... yeah, I can explain..."
1377,Speech,I don't give a damn Sole. I've been trying to get that stain gone all night!
1378,Speech,So you either finish clean thas god-awful mess up or get the hell out of here!
1379,Speech,"Hey, What are you looking at?"
1380,Speech,"Ermm...Nothing, just minding my own business."
1381,Speech,Look at all of those!
1382,Speech,Bottle upon bottle of liquid joy.
1383,Speech,Someone once told me I have a problem with drinking.
1384,Speech,They were wrong.
1385,Speech,I finding drinking incredibly easy. No problem at all.
1386,Speech,REMEMBER TO DRINK WISELY KIDS.
1387,Speech,"NO, NOT 'KIDS', I MEANT ADULTS."
1388,Speech,"AH BALLS, YOU KNOW WHAT I MEAN."
1389,Speech,The Guest Ales are a good idea.
1390,Speech,"However, I still think Sammy should take into account the name of the ale before ordering it."
1391,Speech,I'm not sure I want a pint of 'Rectors Brown Finger' or 'Pustulant Dreams'...
1392,Speech,Sammy's tried everything to raise the profits of this place.
1393,Speech,The Quiz hasn't quite taken off though...
1394,Speech,Last week there was a round all about Mustard...
1395,Speech,20 questions all about mustard. I just couldn't cut it...
1396,Speech,Finally free Wi-fi!
1397,Speech,It's just a shame the password is so long and complicated.
1398,Speech,"That, along with a lot of problems around here, is Cliffs fault."
1399,Speech,You wouldn't believe the kind of websites that guy browses...
1400,Speech,Urgh.
1401,Speech,Looks like Cliff made quite the mess last night.
1402,Speech,And that's even after Sammy has tried to clean it up!
1403,Speech,Wow. The contents of Cliff's stomach are something truly terrible.
1404,Speech,It still really stinks too.
1405,Speech,Where do you think you're going?
1406,Speech,I told you what would happen if Cliff blew chunks.
1407,Speech,Now get out of here!
1408,Speech,"That's Sammy, the bar guy."
1409,Speech,"He's pretty cool, I'm not sure he likes me that much."
1410,Hotspot,Sammy Randall
1411,Character, 
1412,Hotspot,Hat
1413,Hotspot,Beers & Spirits
1414,Hotspot,WiFi
1415,Hotspot,Street
1416,Hotspot,Vomit
1417,Hotspot,Cocktail Sign
1418,Hotspot,Quiz Sign
1419,Hotspot,Guest Ales
1420,Hotspot,Window
1421,Speech,Fuuuuuuu...
1422,Speech,"Ah, it would seem that contrary to my earlier bravado, there might actually be something to worry about after all..."
1423,Speech,"Ah, I see."
1424,Speech,"Well, in that case..."
1425,Hotspot,W.A.N.G
1426,Character,W.A.N.G
1427,Speech,Where do I even start...
1428,Speech,"Right now, I’m standing in a city that’s fallen apart. My city. Or at least, I think it is?"
1429,Speech,"Don’t get me wrong, we’ve always had abandoned buildings, broken windows, graffiti-covered walls, and a smell so bad it could make your nose hairs fall out, but this is different. "
1430,Speech,This place feels worse. It’s like the air itself is soaked in hopelessness.
1431,Speech,I imagine this is how estate agents and lawyers must feel on Monday mornings when they wake up and remember that they are still estate agents and lawyers.
1432,Speech,"Let me ask you, have you ever hit rock bottom? You know, gone a little too hard with the drinks, got mixed up with the wrong crowd, lost your job, lost your apartment, and suddenly found yourself on the run from the law? "
1433,Speech,"Yeah, well this is exactly not like that at all."
1434,Speech,"This is more of a ‘hit the booze, been sentenced to death for simply existing and suddenly find out that everything you ever believed about the universe was a lie’ kind of situation."
1435,Speech,"And that all happened to me in the span of 24 hours. Just one day. [break]So this isn’t going to be easy to explain, but I swear it’s the truth. Let’s go back to yesterday.[break]"
1436,Speech,"Red crosses are good, it means I don’t have to work those days because I have already worked them!"
1437,Speech,What the hell kind of day is this? Why is there a tentacle there? Weird…
1438,Speech,I always like to mark the weekends with a smile. 
1439,Hotspot,Smiley Faces
1440,Hotspot,Red Crosses
1441,Hotspot,Return
1442,Hotspot,Tentacle Day
1443,Speech,"Right, now i have my phone, let's see if i can get this thing working again!"
1444,Hotspot, 
1445,Hotspot,Broken Wang
1446,Hotspot, 
1447,Speech,"How long for? Never can tell but, let’s find out shall we? "
1448,Speech,Jackass…
1449,Speech,"Speaking of places soaked in hopelessness, welcome to my job as an IT technician. Surrounded by people I despise, for minimum wage and dealing with idiots who think ‘Edge’ is a real browser. "
1450,Speech,"But it just about pays for my crappy apartment, in my crappy building with a shifty landlord who spends most of his day looking through that pointless security camera."
1451,Speech,"Ok it’s not all bad and it’s not like I don’t have a roof over my head, for now at least…"
1452,Speech,"However, there is always a glimmer of hope on any dark horizon and my glimmer is amber coloured…"
1453,Speech,"So the majority of my spare cash goes to a certain establishment which provides delicious, intoxicating, yet overpriced beverages which help me forget about the complete pointlessness of my existence. "
1454,Speech,"And would you look at that, it’s beer o'clock right now! I’m pretty sure the numb-nuts on the phone can hold until tomorrow, right?"
1455,Speech,"Hello and welcome to ONOFF Tech, how can I…"
1456,Speech,if you could just…
1457,Speech,"No, I know you’re working on an important.. "
1458,Speech,"Right, I’m just going to pop you on hold… "
1459,DialogueOption,Still not going to tell me your secrets Manny?
1460,DialogueOption,How powerful is the aeriel on your walkie-talkie?
1461,DialogueOption,Can I borrow your walkie-talkie?
1462,DialogueOption,"Hey Manny, can I get you anything while I’m here?"
1463,DialogueOption,Take care Manny!
1464,DialogueOption,"Sweet Dreams, Manny"
1465,DialogueOption,How’s it going here today?
1466,DialogueOption,So anything I need to know?
1467,DialogueOption,Do you still drink decaf?
1468,DialogueOption,Can I get some of that decaf?
1469,DialogueOption,"Bye, Karen."
1470,Speech,"Ah, The Copper Pot. It’s not the swankiest bar in the city, or even the area, but it’s got character. "
1471,Speech,"It’s run by a man who loves a good soap opera, holds a good selection of drinks and keeps the trouble away. Probably because his biceps have biceps!"
1472,Speech,"The guys is huge and someone I don’t want to get on the wrong side of, ever. "
1473,Speech,"And how could I forget Cliff? Every bar has its own alcoholic to help keep them in business, and The Copper Pot has Cliff. I don’t know what he does for a living, but he must get up early every day to get in the state that he’s in by the time I get here. Either that or he’s an eccentric millionaire…"
1474,Speech,"And that’s my day-to-day routine. I get up, go to work, go to the bar, then go to bed. Maybe have a takeaway now and again if the funds allow, and that’s how exciting my life is."
1475,Speech,Why would tonight be any different? Rinse and repeat. 
1476,Speech,Or so I thought. 
1477,Speech,"Sometimes, I can’t help but look at Cliff and wonder, is that my future?"
1478,Speech,"Anyway, enough with all that, it’s time to get the one thing that will put a positive spin on my day. "
1479,Speech,You will see just how wrong I was. 
1480,Hotspot, 
1481,Character,Cliff
1482,Speech,"Hey look at this! These must be Manny's pep pills. 'Charlie's Medicated Pep+'... that sounds... safe? Anyway, I have them now!"
1483,Speech,A red marker that has previously been used to draw certain male body parts on all of the wipe boards in the building.
1484,Speech,Ah another office memo. What's this one? Horizontal Verticalization? Proactive Retroactivity? Cloud-Native Hyperlocality? Yup. As I suspected. It's balls.
1485,Speech,Hey it's my old office notebook! I wondered where that went. Tracy must have swiped it when I wasn't looking. She really does have no sense of humour.
1486,Speech,"Not all womens magazines are pointless, vapid trash, but Tracy's favourite, Guff Magazine, is absolutely shocking."
1487,Speech,"That my friend, is a stapler. I seriously have nothing else to say about it."
1488,Hotspot,Magazine
1489,Hotspot,Notebook
1490,Hotspot,Pep Pills
1491,Hotspot,Drawer Pen
1492,Hotspot,Memo
1493,Hotspot,Stapler
1494,Speech,Are you kidding?
1495,Speech,Why do Adventure Games have an obsession with searching filthy bins?
1496,Speech,Nope. Not doing it.
1497,Speech,The signpost was very clear in its instructions.
1498,Speech,"Like most signs however, it was being ignored."
1499,Speech,There's an old guy sitting on the bench.
1500,Speech,He seems to be muttering to himself while feeding those pigeons.
1501,Speech,He's either not seen the sign or he's ignoring it.
1502,Speech,It's an overflowing waste bin.
1503,Speech,"Full of banana peels, drinks cartons, wrappers and I dare say maggots."
1504,Speech,"This city doesn’t have much in the way of beauty spots, it’s main geographical and architectural features seem to have been based on the idea that quick, blocky and concrete is better than anything interesting or remotely natural. "
1505,Speech,"Hunt Memorial Park however is one of the few places where you can see trees, walk on grass or even slightly connect with nature."
1506,Speech,"I’ve been coming here since I was a kid and although the bandstand, the play area and the candy stall have all now gone, due to one bad decision or another, it’s still probably the nicest place in the city."
1507,Speech,Hey there.
1508,Speech,Hey yourself.
1509,Speech,Feeding the pigeons I see?
1510,Speech,"Well congratulations kid, your eyes seem to be working just fine."
1511,Speech,Erm… yeah. I meant…
1512,Speech,"I know what you meant son, you meant ‘why is that crazy old fool feeding them there pigeons in front of a sign that strictly forbids the feeding of the aforementioned pigeons’."
1513,Speech,Isn’t that right?
1514,Speech,Honestly? Yes.
1515,Speech,Yes it is.
1516,Speech,I thought so.
1517,Speech,So?
1518,Speech,So? So what?
1519,Speech,"So why are you feeding the pigeons when you know you shouldn’t be? I mean, not that I really care about the sign."
1520,Speech,I’m a bit of a rule breaker myself to be honest.
1521,Speech,"Oh yeah, you strike me as one of those rebels who fill in black ink only forms in blue."
1522,Speech,So brave.
1523,Speech,So valiant.
1524,Speech,"You really stick it to the man, eh?"
1525,Speech,"Hang on a minute pal, I’m supposed to be the snarky one in this game…"
1526,Speech,"Oh I can see it now, you’re a jaywalking, indoor vaping, non-recycling warrior of social justice. You fight for the little man and flip the bird at anyone who dares spill your soy milk, extra trendy, caffe-twatty."
1527,Speech,Whoa calm down buddy! I only asked a question!
1528,Speech,"In all your years of scraping an existence on this garbage dump of a planet, have you ever, really ever, seen anyone actually calm down after being told to calm down?"
1529,Speech,Well… now that you mention it…
1530,Speech,Exactly. Pigeon shit for brains.
1531,Speech,"Well, this is why I try to avoid other people… there’s always a nutter when you least need one."
1532,Speech,Come again?
1533,Speech,"Nothing, just talking to the pigeons."
1534,Speech,No you weren’t.
1535,Speech,They only talk to me.
1536,Speech,Ah. There it is.
1537,Speech,My exit line.
1538,Speech,"Now where were we my feathery friends? Oh yeah, you were telling me about that guy who’d just polished his car and you were really desperate for a massive dump…"
1539,Speech,Do go on.
1540,Speech,Wow. What a spoon-bender.
1541,Speech,Can’t you see I’m busy?
1542,Speech,"Yeah, real busy… don’t mind me, I’m leaving."
1543,Speech,Idiot child…
1544,Speech,"Yeah, well I suppose I'll give you credit for the idea, but I shall not be putting any pigeons in my pocket."
1545,Speech,There's a lot to complain about in this city.
1546,Speech,The park however is not one of those things
1547,Speech,It was a green and lush escape from all of the random crappiness life could throw at you.
1548,Speech,Three pigeons are pecking at a continually topped up pile of seeds.
1549,Speech,"I'm not a fan of pigeons, they're like rats with wings."
1550,Hotspot, 
1551,Hotspot, 
1552,Character,Bio Animation
1553,Character, 
1554,Hotspot, 
1555,Hotspot,Park View
1556,Hotspot, 
1557,Hotspot, 
1558,Hotspot, 
1559,Hotspot, 
1560,Speech,A wheelbarrow. Probably being used by the park keeper.
1561,Speech,"A wheelbarrow. Handy little device for getting heavy things around, maybe this could help. "
1562,Speech,The park keeper looked like a retired drill sergeant with a rake. 
1563,Speech,"He was patrolling the grass like it was sacred ground, side-eyeing squirrels like they owed him money."
1564,Speech,He looked... fun?
1565,Speech,There’s the park keeper.
1566,Speech,Never had much to do with him if I’m honest.
1567,Speech,Sucker.
1568,Speech,It's a tree stump. Probably cut down because it was dangerous or diseased.
1569,Speech,They say you can tell the age of the tree by counting its rings.
1570,Speech,I used to have a girlfriend like that.
1571,Speech,"Woah, a dirty old scarf..."
1572,Speech,"Strange, i really fancy a jelly baby..."
1573,Speech,"Anyway, this could come in handy."
1574,Speech,Don't even think about it! Im sick of people taking my stuff. This isn't leaving my sight!
1575,Speech,"Perfect, just what i needed!"
1576,Speech,I know you're wondering how I can fit this wheelbarrow into my pocket.
1577,Speech,"Well, that's just adventure game logic my friend."
1578,Speech,Get over it!
1579,Speech,"A box blue, i mean blue box."
1580,Speech,What a random thing to find.
1581,Speech,It's like someones trying to be funny or something.
1582,Speech,What's this underneath? 
1583,Speech,"A box blue, i mean blue box."
1584,Speech,What a random thing to find.
1585,Speech,It's like someones trying to be funny or something.
1586,Speech,Hi Mr Park Keeper.
1587,Speech,Huh? What? Can’t you see I’m busy?
1588,Speech,"Yeah, I can see that."
1589,Speech,I was just being friendly.
1590,Speech,I wanted to thank one of our civic heroes for all of the hard work you put into keeping this park looking so fantastic. 
1591,Speech,Or deodorant it would seem…
1592,Speech,Say again?
1593,Speech,I said ‘Neat and tidy at the seams’.
1594,Speech,Oh yeah. Well I do try.
1595,Speech,"Well, not all heroes wear capes now do they?"
1596,Speech,"So you look really hard at work, do you have a lot left to do?"
1597,Speech,As a matter of fact I do.
1598,Speech,"I have to rake up all the debris, broken branches and twigs all along here and down back to the bench."
1599,Speech,All before lunch time.
1600,Speech,"And then after lunch I have to trim any low hanging branches, sweep the pathways and clean the benches."
1601,Speech,As well as empty that filthy bin!
1602,Speech,Jeez. I think you’re job is even more soul destroying than mine!
1603,Speech,"Exactly, so if you don’t mind?"
1604,Speech,Wow. That is a lot.
1605,Speech,"How long have you been working here? I mean, have you always worked here?"
1606,Speech,27 years and counting. 
1607,Speech,No way!
1608,Speech,"Spent a few years in the service before, can’t really talk about it, y’know? All, hush-hush!"
1609,Speech,"Yeah, of course. I mean… naturally?"
1610,Speech,"But obviously you can’t maintain that peak of physical and mental ability forever, so I retired and took a job here at the park."
1611,Speech,"The obvious step. Special forces to mowing lawns. I mean, who wouldn’t do that?"
1612,Speech,"Got my eye on my retirement now though, not long to go."
1613,Speech,Going to buy me a little boat and sail up through villages and towns.
1614,Speech,I’m going to call it…
1615,Speech,Dignity?
1616,Speech,Destructor!
1617,Speech,Are you now?
1618,Speech,"Of course you are, silly me…"
1619,Speech,"Much as I hate to ask, would it be possible to borrow your wheelbarrow for 10 minutes?"
1620,Speech,No you cannot!
1621,Speech,Do you know how many tools I’ve had stolen over the past year? Do you?
1622,Speech,...
1623,Speech,No?
1624,Speech,One!
1625,Speech,… One? I thought you were going to say 50? 100?
1626,Speech,Or more!
1627,Speech,That’s not the point!
1628,Speech,Scumbags keep coming here and stealing my stuff. 
1629,Speech,"If I catch them at it, I’ll shove this rake right up their exhaust pipe!"
1630,Speech,Spike side first!
1631,Speech,"Jesus, ok I get the picture!"
1632,Speech,‘No’ to borrowing…
1633,Speech,"Pardon me for saying, and at the risk of having a rake shoved where the sun don’t shine…"
1634,Speech,You seem in a really bad mood…
1635,Speech,Oh I seem in a really bad mood do I?
1636,Speech,Well… yeah!
1637,Speech,"Argh, well I am I suppose."
1638,Speech,I normally get a real sense of calm and peace when I’m at work.
1639,Speech,Gently raking the grass while the wind blows softly through my hair.
1640,Speech,Laughing as the kids fall off their skateboards and graze their knees.
1641,Speech,"The simple things, you know?"
1642,Speech,"But today I not only forgot my packed lunch, I also forgot my wallet!"
1643,Speech,And I’m friggin’ starving!
1644,Speech,"Ah, I see. Can’t you go home and get it?"
1645,Speech,"What? Take a 45 minute train ride back to my apartment and then a 45 minute train ride back, all in my 60 minute lunch break?"
1646,Speech,"Oh, I get you."
1647,Speech,"Exactly. So, ‘Yeah’ I’m in a crappy mood."
1648,Speech,Just checking how you were feeling now.
1649,Speech,Still hungry?
1650,Speech,What? Are you trying to torture me?
1651,Speech,Get out of here before I resort to cannibalism!
1652,Speech,"Hey again. Look, I got something for you that may cheer you up!"
1653,Speech,Unlikely…
1654,Speech,Oh ye of little faith!
1655,Speech,It’s a coupon for a free sandwich at the Café in town!
1656,Speech,What? Free?
1657,Speech,Yup. ‘No purchase required’. 
1658,Speech,Completely free.
1659,Speech,No charge.
1660,Speech,Gratis.
1661,Speech,Kostenlos.
1662,Speech,Am ddim.
1663,Speech,What the hell are you saying there?
1664,Speech,It’s completely free dude.
1665,Speech,"Well, thanks indeed!"
1666,Speech,"It’s just about lunch time as well, so if you don’t mind I’ll take that off your hands!"
1667,Speech,There you go!
1668,Speech,"I hope you enjoy gluten free, sustainably sourced soy products..."
1669,Speech,What was that?
1670,Speech,Enjoy your lunch my friend!
1671,Speech,"Oh I will, I certainly will!"
1672,Hotspot, 
1673,Hotspot, 
1674,Character, 
1675,DialogueOption,How are you feeling? 
1676,DialogueOption,Hey I have something for you! 
1677,Character,Bio Animation
1678,Hotspot,Scarf 
1679,Hotspot,Blue Box
1680,Hotspot,Wheelbarrow
1681,Hotspot, 
1682,Hotspot,Tree Stump
1683,DialogueOption,So do you have much to do today?
1684,DialogueOption,How long have you  worked here?
1685,DialogueOption,Can I borrow your wheel barrow?
1686,DialogueOption,"You seem in a really bad mood, how come?"
1687,Hotspot,W.A.N.G
1688,Character,W.A.N.G
1689,Hotspot,Wormhole
1690,Speech,Rub-a-dub-dub.
1691,Speech,One dude in a tub.
1692,Speech,... I have no idea why I said that...
1693,Speech,Ahh the Mirror Crack'd. 
1694,Speech,Which is a shame becuase otherwise it would show the fairest of them all.
1695,Speech,Me. I'm talking about me.
1696,Speech,Probably the only thing in the world that deals with all of my crap without complaining.
1697,Speech,My porcelain pal. 
1698,Speech,Dirty towels and some socks.
1699,Speech,Were those socks brown to begin with?
1700,Hotspot, 
1701,Hotspot, 
1702,Hotspot, 
1703,Hotspot, 
1704,Hotspot, 
1705,Hotspot, 
1706,Speech,You never can be too careful.
1707,Speech,Plus I eat a lot of take-outs.
1708,Speech,A lot...
1709,Speech,"Like my razor, this rarely gets used."
1710,Speech,"A germ killer called ""Kill It""."
1711,Speech,"""Kills all known germs, pets, kids and everything else"""
1712,Speech,This is shocking advertising!
1713,Speech,"If it kills everything, why make a list? "
1714,Speech,"I'd better take it with me, who knows when I'll need it. "
1715,Speech,My toothbrush and razor.
1716,Speech,Obviously I brush my teeth twice every day.
1717,Speech,The razor I use... intermittently...
1718,Speech,Take two bottles into the shower with you?
1719,Speech,No.
1720,Speech,I don't have a shower.
1721,Speech,The ubiquitous yellow sponge.
